"userId","movieId","rating","timestamp","title","genres"
1,31,2.5,1260759144,"Dangerous Minds (1995)","Drama"
1,1029,3,1260759179,"Dumbo (1941)","Animation|Children|Drama|Musical"
1,1061,3,1260759182,"Sleepers (1996)","Thriller"
1,1129,2,1260759185,"Escape from New York (1981)","Action|Adventure|Sci-Fi|Thriller"
1,1172,4,1260759205,"Cinema Paradiso (Nuovo cinema Paradiso) (1989)","Drama"
1,1263,2,1260759151,"Deer Hunter, The (1978)","Drama|War"
1,1287,2,1260759187,"Ben-Hur (1959)","Action|Adventure|Drama"
1,1293,2,1260759148,"Gandhi (1982)","Drama"
1,1339,3.5,1260759125,"Dracula (Bram Stoker's Dracula) (1992)","Fantasy|Horror|Romance|Thriller"
1,1343,2,1260759131,"Cape Fear (1991)","Thriller"
1,1371,2.5,1260759135,"Star Trek: The Motion Picture (1979)","Adventure|Sci-Fi"
1,1405,1,1260759203,"Beavis and Butt-Head Do America (1996)","Adventure|Animation|Comedy|Crime"
1,1953,4,1260759191,"French Connection, The (1971)","Action|Crime|Thriller"
1,2105,4,1260759139,"Tron (1982)","Action|Adventure|Sci-Fi"
1,2150,3,1260759194,"Gods Must Be Crazy, The (1980)","Adventure|Comedy"
1,2193,2,1260759198,"Willow (1988)","Action|Adventure|Fantasy"
1,2294,2,1260759108,"Antz (1998)","Adventure|Animation|Children|Comedy|Fantasy"
1,2455,2.5,1260759113,"Fly, The (1986)","Drama|Horror|Sci-Fi|Thriller"
1,2968,1,1260759200,"Time Bandits (1981)","Adventure|Comedy|Fantasy|Sci-Fi"
1,3671,3,1260759117,"Blazing Saddles (1974)","Comedy|Western"
2,10,4,835355493,"GoldenEye (1995)","Action|Adventure|Thriller"
2,17,5,835355681,"Sense and Sensibility (1995)","Drama|Romance"
2,39,5,835355604,"Clueless (1995)","Comedy|Romance"
2,47,4,835355552,"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller"
2,50,4,835355586,"Usual Suspects, The (1995)","Crime|Mystery|Thriller"
2,52,3,835356031,"Mighty Aphrodite (1995)","Comedy|Drama|Romance"
2,62,3,835355749,"Mr. Holland's Opus (1995)","Drama"
2,110,4,835355532,"Braveheart (1995)","Action|Drama|War"
2,144,3,835356016,"Brothers McMullen, The (1995)","Comedy"
2,150,5,835355395,"Apollo 13 (1995)","Adventure|Drama|IMAX"
2,153,4,835355441,"Batman Forever (1995)","Action|Adventure|Comedy|Crime"
2,161,3,835355493,"Crimson Tide (1995)","Drama|Thriller|War"
2,165,3,835355441,"Die Hard: With a Vengeance (1995)","Action|Crime|Thriller"
2,168,3,835355710,"First Knight (1995)","Action|Drama|Romance"
2,185,3,835355511,"Net, The (1995)","Action|Crime|Thriller"
2,186,3,835355664,"Nine Months (1995)","Comedy|Romance"
2,208,3,835355511,"Waterworld (1995)","Action|Adventure|Sci-Fi"
2,222,5,835355840,"Circle of Friends (1995)","Drama|Romance"
2,223,1,835355749,"Clerks (1994)","Comedy"
2,225,3,835355552,"Disclosure (1994)","Drama|Thriller"
2,235,3,835355664,"Ed Wood (1994)","Comedy|Drama"
2,248,3,835355896,"Houseguest (1994)","Comedy"
2,253,4,835355511,"Interview with the Vampire: The Vampire Chronicles (1994)","Drama|Horror"
2,261,4,835355681,"Little Women (1994)","Drama"
2,265,5,835355697,"Like Water for Chocolate (Como agua para chocolate) (1992)","Drama|Fantasy|Romance"
2,266,5,835355586,"Legends of the Fall (1994)","Drama|Romance|War|Western"
2,272,3,835355767,"Madness of King George, The (1994)","Comedy|Drama"
2,273,4,835355779,"Mary Shelley's Frankenstein (Frankenstein) (1994)","Drama|Horror|Sci-Fi"
2,292,3,835355492,"Outbreak (1995)","Action|Drama|Sci-Fi|Thriller"
2,296,4,835355395,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
2,300,3,835355532,"Quiz Show (1994)","Drama"
2,314,4,835356044,"Secret of Roan Inish, The (1994)","Children|Drama|Fantasy|Mystery"
2,317,2,835355551,"Santa Clause, The (1994)","Comedy|Drama|Fantasy"
2,319,1,835355918,"Shallow Grave (1994)","Comedy|Drama|Thriller"
2,339,3,835355492,"While You Were Sleeping (1995)","Comedy|Romance"
2,349,4,835355441,"Clear and Present Danger (1994)","Action|Crime|Drama|Thriller"
2,350,4,835355697,"Client, The (1994)","Drama|Mystery|Thriller"
2,356,3,835355628,"Forrest Gump (1994)","Comedy|Drama|Romance|War"
2,357,3,835355749,"Four Weddings and a Funeral (1994)","Comedy|Romance"
2,364,3,835355604,"Lion King, The (1994)","Adventure|Animation|Children|Drama|Musical|IMAX"
2,367,3,835355619,"Mask, The (1994)","Action|Comedy|Crime|Fantasy"
2,370,2,835355932,"Naked Gun 33 1/3: The Final Insult (1994)","Action|Comedy"
2,371,3,835355968,"Paper, The (1994)","Comedy|Drama"
2,372,3,835356094,"Reality Bites (1994)","Comedy|Drama|Romance"
2,377,3,835355710,"Speed (1994)","Action|Romance|Thriller"
2,382,3,835356165,"Wolf (1994)","Drama|Horror|Romance|Thriller"
2,405,2,835356246,"Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)","Action|Fantasy"
2,410,3,835355532,"Addams Family Values (1993)","Children|Comedy|Fantasy"
2,454,4,835355604,"Firm, The (1993)","Drama|Thriller"
2,457,3,835355511,"Fugitive, The (1993)","Thriller"
2,468,4,835355790,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)","Comedy|Romance"
2,474,2,835355828,"In the Line of Fire (1993)","Action|Thriller"
2,480,4,835355643,"Jurassic Park (1993)","Action|Adventure|Sci-Fi|Thriller"
2,485,3,835355918,"Last Action Hero (1993)","Action|Adventure|Comedy|Fantasy"
2,497,3,835355880,"Much Ado About Nothing (1993)","Comedy|Romance"
2,500,4,835355731,"Mrs. Doubtfire (1993)","Comedy|Drama"
2,508,4,835355860,"Philadelphia (1993)","Drama"
2,509,4,835355719,"Piano, The (1993)","Drama|Romance"
2,515,4,835355817,"Remains of the Day, The (1993)","Drama|Romance"
2,527,4,835355731,"Schindler's List (1993)","Drama|War"
2,537,4,835356199,"Sirens (1994)","Drama"
2,539,3,835355767,"Sleepless in Seattle (1993)","Comedy|Drama|Romance"
2,550,3,835356109,"Threesome (1994)","Comedy|Romance"
2,551,5,835355767,"Nightmare Before Christmas, The (1993)","Animation|Children|Fantasy|Musical"
2,552,3,835355860,"Three Musketeers, The (1993)","Action|Adventure|Comedy|Romance"
2,585,5,835355817,"Brady Bunch Movie, The (1995)","Comedy"
2,586,3,835355790,"Home Alone (1990)","Children|Comedy"
2,587,3,835355779,"Ghost (1990)","Comedy|Drama|Fantasy|Romance|Thriller"
2,588,3,835355441,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
2,589,5,835355697,"Terminator 2: Judgment Day (1991)","Action|Sci-Fi"
2,590,5,835355395,"Dances with Wolves (1990)","Adventure|Drama|Western"
2,592,5,835355395,"Batman (1989)","Action|Crime|Thriller"
2,593,3,835355511,"Silence of the Lambs, The (1991)","Crime|Horror|Thriller"
2,616,3,835355932,"Aristocats, The (1970)","Animation|Children"
2,661,4,835356141,"James and the Giant Peach (1996)","Adventure|Animation|Children|Fantasy|Musical"
2,720,4,835355978,"Wallace & Gromit: The Best of Aardman Animation (1996)","Adventure|Animation|Comedy"
3,60,3,1298861675,"Indian in the Cupboard, The (1995)","Adventure|Children|Fantasy"
3,110,4,1298922049,"Braveheart (1995)","Action|Drama|War"
3,247,3.5,1298861637,"Heavenly Creatures (1994)","Crime|Drama"
3,267,3,1298861761,"Major Payne (1995)","Comedy"
3,296,4.5,1298862418,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
3,318,5,1298862121,"Shawshank Redemption, The (1994)","Crime|Drama"
3,355,2.5,1298861589,"Flintstones, The (1994)","Children|Comedy|Fantasy"
3,356,5,1298862167,"Forrest Gump (1994)","Comedy|Drama|Romance|War"
3,377,2.5,1298923242,"Speed (1994)","Action|Romance|Thriller"
3,527,3,1298862528,"Schindler's List (1993)","Drama|War"
3,588,3,1298922100,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
3,592,3,1298923247,"Batman (1989)","Action|Crime|Thriller"
3,593,3,1298921840,"Silence of the Lambs, The (1991)","Crime|Horror|Thriller"
3,595,2,1298923260,"Beauty and the Beast (1991)","Animation|Children|Fantasy|Musical|Romance|IMAX"
3,736,3.5,1298932787,"Twister (1996)","Action|Adventure|Romance|Thriller"
3,778,4,1298863157,"Trainspotting (1996)","Comedy|Crime|Drama"
3,866,3,1298861687,"Bound (1996)","Crime|Drama|Romance|Thriller"
3,1197,5,1298932770,"Princess Bride, The (1987)","Action|Adventure|Comedy|Fantasy|Romance"
3,1210,3,1298921795,"Star Wars: Episode VI - Return of the Jedi (1983)","Action|Adventure|Sci-Fi"
3,1235,4,1298861628,"Harold and Maude (1971)","Comedy|Drama|Romance"
3,1271,3,1298861605,"Fried Green Tomatoes (1991)","Comedy|Crime|Drama"
3,1378,4,1298861658,"Young Guns (1988)","Action|Comedy|Western"
3,1580,3.5,1298922089,"Men in Black (a.k.a. MIB) (1997)","Action|Comedy|Sci-Fi"
3,1721,4.5,1298923236,"Titanic (1997)","Drama|Romance"
3,1884,4,1298863143,"Fear and Loathing in Las Vegas (1998)","Adventure|Comedy|Drama"
3,2028,4,1298921862,"Saving Private Ryan (1998)","Action|Drama|War"
3,2318,4,1298861753,"Happiness (1998)","Comedy|Drama"
3,2513,3,1298861789,"Pet Sematary (1989)","Horror"
3,2694,3,1298862710,"Big Daddy (1999)","Comedy"
3,2702,3.5,1298861796,"Summer of Sam (1999)","Drama"
3,2716,3,1298924017,"Ghostbusters (a.k.a. Ghost Busters) (1984)","Action|Comedy|Sci-Fi"
3,2762,3.5,1298922057,"Sixth Sense, The (1999)","Drama|Horror|Mystery"
3,2841,4,1298861733,"Stir of Echoes (1999)","Horror|Mystery|Thriller"
3,2858,4,1298921825,"American Beauty (1999)","Drama|Romance"
3,2959,5,1298862874,"Fight Club (1999)","Action|Crime|Drama|Thriller"
3,3243,3,1298861968,"Encino Man (1992)","Comedy"
3,3510,4,1298861633,"Frequency (2000)","Drama|Thriller"
3,3949,5,1298863174,"Requiem for a Dream (2000)","Drama"
3,5349,3,1298923266,"Spider-Man (2002)","Action|Adventure|Sci-Fi|Thriller"
3,5669,3.5,1298862672,"Bowling for Columbine (2002)","Documentary"
3,6377,3,1298922080,"Finding Nemo (2003)","Adventure|Animation|Children|Comedy"
3,7153,2.5,1298921787,"Lord of the Rings: The Return of the King, The (2003)","Action|Adventure|Drama|Fantasy"
3,7361,3,1298922065,"Eternal Sunshine of the Spotless Mind (2004)","Drama|Romance|Sci-Fi"
3,8622,3.5,1298861650,"Fahrenheit 9/11 (2004)","Documentary"
3,8636,3,1298932766,"Spider-Man 2 (2004)","Action|Adventure|Sci-Fi|IMAX"
3,27369,3.5,1298862555,"Daria: Is It Fall Yet? (2000)","Animation|Comedy"
3,44191,3.5,1298932740,"V for Vendetta (2006)","Action|Sci-Fi|Thriller|IMAX"
3,48783,4.5,1298862361,"Flags of Our Fathers (2006)","Drama|War"
3,50068,4.5,1298862467,"Letters from Iwo Jima (2006)","Drama|War"
3,58559,3,1298922071,"Dark Knight, The (2008)","Action|Crime|Drama|IMAX"
3,84236,4,1298922130,"White Stripes Under Great White Northern Lights, The (2009)","Documentary"
4,10,4,949810645,"GoldenEye (1995)","Action|Adventure|Thriller"
4,34,5,949919556,"Babe (1995)","Children|Drama"
4,112,5,949810582,"Rumble in the Bronx (Hont faan kui) (1995)","Action|Adventure|Comedy|Crime"
